address,district,area,bedrooms,garage,type,rent,total
Avenida General Olímpio da Silveira,Santa Cecilia,61,2,0,Apartamento,2150,2504
Avenida Celso Garcia,Tatuapé,45,1,0,Apartamento,1035,1663
Rua Bartolomeu Feio,Vila Cordeiro,116,2,1,Casa,3500,3864
Rua Guaravera,Vila Domitila,60,2,2,Casa,2000,2085
Rua Cascavel,Jardim Danfer,50,1,0,Casa,1200,1285
Avenida Maestro Villa-lobos,Vila Gustavo,35,1,0,Apartamento,2000,2197
Avenida Vieira de Carvalho,República,22,1,0,Studio e kitnet,1100,1400
Rua Batuns,Vila Santa Clara,50,1,1,Casa,1300,1407
Rua Carneiro Leão,Brás,62,2,1,Apartamento,3808,4432
Rua Doutor Nogueira Martins,Vila da Saúde,40,1,0,Casa,2000,2085
Rua Coronel Carlos Oliva,Tatuapé,40,1,1,Apartamento,2244,3011
Rua Professor Alves Pedroso,Cangaíba,50,2,1,Apartamento,1490,1810
Avenida Padre Lourenço,Vila Dalila,60,3,0,Casa,1400,1544
Rua Cambembé,Tatuapé,65,1,0,Casa em condomínio,1600,1818
Rua Itavuru,Planalto Paulista,100,3,1,Apartamento,3000,3588
Rua José de Almeida,Vila Medeiros,60,2,0,Casa,1200,1461
Rua Eduardo Pinheiro,Parque Continental,80,1,0,Casa,740,772
Rua Alves Ribeiro,Cambuci,69,1,0,Apartamento,1518,2038
Rua Luís Carlos Paraná,Jardim Cidália,20,1,0,Studio e kitnet,1050,1321
Avenida João Simão de Castro,Vila Sabrina,59,2,1,Apartamento,1650,1713
Rua Ezequiel Freire,Santana,71,2,0,Apartamento,2300,2639
Rua Arco-verde,Vila Guilhermina,100,3,2,Casa,2400,2602
Rua Professor Aristides de Macedo,Vila Mariana,62,2,1,Apartamento,2500,2996
Estrada das Lágrimas,São José,80,3,2,Apartamento,3500,4344
Rua Duarte de Azevedo,Santana,62,2,1,Apartamento,2000,2327
Rua Firmino de Barros,Vila N Sra de Fatima,75,1,0,Casa,1000,1042
Avenida Doutor Francisco Mesquita,Jardim Ibitirama,35,1,0,Apartamento,1550,1930
Rua José Mandotti,Vila Augusta,36,1,1,Apartamento,2460,2897
Rua Salvador Padilha Gimenes,Limão,136,2,2,Casa em condomínio,2800,3143
Rua Tabatinguera,Sé,28,1,0,Studio e kitnet,912,1237
Rua Manharaçu,Vila Natália,80,2,1,Casa,1900,1981
Rua Conselheiro Cotegipe,Belenzinho,60,2,1,Apartamento,3600,4048
Avenida Trumain,Vila Formosa,43,1,0,Casa,1180,1270
Rua Conselheiro Furtado,Liberdade,25,1,0,Studio e kitnet,2415,2825
Avenida Vila Ema,Vila Ema,32,2,0,Apartamento,1250,1622
Rua Tenente Ângelo Zampero,Parque Edu Chaves,80,2,0,Casa,1428,1538
Avenida Júlio Buono,Vila Gustavo,110,2,0,Casa,1920,2151
Rua Frei Gaspar,Mooca,30,1,0,Apartamento,1410,1814
Rua Maria Otília,Vila Regente Feijó,41,1,1,Apartamento,2650,3464
Rua Doutor Rubens Meireles,Várzea da Barra Funda,40,1,1,Apartamento,2650,3500
Avenida Túlio Teodoro de Campos,Vila Mascote,55,3,2,Apartamento,3200,3296
Rua Gregório de Morais Rego,Jardim Consorcio,35,1,0,Casa,1200,1317
Rua Irmã Maria Amélia,Vila Pirituba,55,2,1,Casa,1460,1618
Rua Visconde de Parnaíba,Brás,62,2,1,Apartamento,1700,2302
Rua Pedro Nicolau Bernardo,Vila Regente Feijó,40,1,0,Casa,1080,1305
Rua Malvina Ferrara Samarone,Vila Dom Pedro I,45,1,1,Apartamento,2500,3106
Rua Saint Hilaire,Jardim Paulista,75,2,0,Casa,3500,4046
Rua dos Italianos,Bom Retiro,88,2,0,Apartamento,1750,2360
Avenida Lins de Vasconcelos,Vila Mariana,62,2,0,Apartamento,2500,2786
Rua Conde Vicente de Azevedo,Vila Monumento,70,2,1,Apartamento,1900,2456
Rua Cambembé,Cidade Mãe do Céu,35,1,0,Casa,1700,1863
Rua Heitor Penteado,Sumarezinho,48,2,1,Apartamento,2900,3558
Rua Enótria,Vila Mazzei,28,1,1,Studio e kitnet,1800,2079
Avenida Vereador Abel Ferreira,Vila Regente Feijó,68,3,2,Apartamento,2058,3105
Rua Itanhaém,Vila Prudente,55,2,1,Apartamento,2200,2968
Rua Barão de Tramandaí,Vila Alpina,46,2,0,Apartamento,1700,1886
Rua Cerro Corá,Vila Romana,20,1,0,Studio e kitnet,1250,1316
Rua Isabel de Góis,Jardim Botucatu,60,3,1,Apartamento,1290,1927
Avenida das Cerejeiras,Jardim Japão,20,1,0,Studio e kitnet,610,845
Rua Olímpia Lemes da Silva,Jardim das Vertentes,60,1,0,Casa,1200,1293
Rua Francisco Shigueki Nomura,Imirim,40,1,0,Apartamento,780,890
Rua da União,Vila Mariana,30,1,0,Apartamento,1980,2078
Rua Azevedo Júnior,Brás,45,2,1,Apartamento,1600,2202
Alameda Itupiranga,Saúde,59,2,0,Casa,2100,2189
Rua Sousa Rocha,Chácara Belenzinho,40,2,0,Apartamento,1200,1447
Rua Carlos Dias Fernandes,Brasilândia,55,2,0,Casa,1000,1082
Rua Isidoro de Sevilha,Vila Cleonice,190,3,0,Casa,3000,3050
Rua Maestro João de Souza Lima,Jardim Líbano,135,3,2,Casa,3200,3543
Rua Leôncio de Carvalho,Paraíso,73,2,0,Apartamento,3500,4098
Rua Martiniano de Carvalho,Bela Vista,49,1,0,Apartamento,1500,1883
Rua Doutor Ângelo Vita,Tatuapé,32,1,0,Studio e kitnet,1990,2581
Rua Arnaldo Pedroso D'horta,Vila Elze,125,3,1,Casa,1700,1803
Rua Genebra,Bela Vista,38,1,0,Studio e kitnet,1280,1745
Rua Glicério,Liberdade,45,2,1,Studio e kitnet,2183,2896
Rua da Gávea,Vila Maria,150,4,2,Casa,4500,4742
Rua Anísio Moreira,Parque Peruche,50,2,0,Casa em condomínio,2350,2549
Rua Cayowaá,Perdizes,70,2,1,Apartamento,3500,4702
Rua Pedro Osório Filho,Vila Nova Cachoeirinha,40,2,0,Casa,1500,1730
Rua Capitão Lorena,Vila Invernada,45,2,0,Apartamento,1700,2108
Rua João Rudge,Casa Verde,100,3,0,Casa,2000,2285
Rua Cajaíba,Vila Pompéia,60,1,0,Apartamento,2009,2447
Avenida Álvaro Ramos,Belenzinho,24,1,0,Studio e kitnet,1700,2378
Rua Doutor Diogo de Faria,Vila Clementino,32,1,0,Studio e kitnet,3000,3630
Praça Júlio Mesquita,Santa Efigênia,42,1,0,Apartamento,3138,3919
Rua Lima,Chácara Belenzinho,152,2,2,Casa,2250,2346
Av. São João,Centro,29,1,0,Studio e kitnet,1300,1470
Rua Astrolábio,Vila do Encontro,150,2,1,Casa,1554,1620
Avenida Raimundo Pereira de Magalhães,Jardim Íris,46,2,1,Apartamento,1700,2055
Rua Doutor Almeida Nogueira,Penha de França,50,1,0,Casa em condomínio,1700,1865
Rua Conde de Irajá,Vila Mariana,68,1,0,Apartamento,2200,2648
Avenida Thomas Edison,Barra Funda,31,1,0,Apartamento,1423,1872
Rua Francisco Pessoa,Vila Andrade,55,2,1,Apartamento,2600,3430
Avenida Caminho do Mar,Rudge Ramos,35,1,0,Studio e kitnet,1300,1532
Rua Dr Moraes Dantas,Vila Barbosa,35,2,1,Apartamento,1550,1899
Rua Cunha Gago,Pinheiros,80,1,0,Apartamento,3063,3991
Rua Itanhomi,Vila Formosa,42,2,0,Apartamento,1300,1584
Rua Alto Taquari,Jardim Vista Linda,120,3,2,Casa,2500,2606
Rua Severino Cardoso da Silva,Parque Cruzeiro do Sul (vila Formosa),31,1,0,Apartamento,1100,1292
Rua Claudino Barbosa,Macedo,110,2,1,Casa,3100,3232
Rua da Economia,Vila Nova Savoia,38,1,0,Casa,1000,1276
Rua Chico Pontes,Vila Guilherme,119,3,1,Casa,2500,2776
Rua José Conhago Pomare,Vila Guaca,127,3,2,Casa,3200,3405
Rua Claudionor Barbieri,Vila Isolina Mazzei,55,2,1,Apartamento,1800,1869
Rua José Justino Pereira,Água Fria,183,4,4,Casa,5000,5512
Rua Sargento José Spessoto,Vila Mariana,60,1,0,Casa,2100,2440
Rua Martim Burchard,Brás,53,2,0,Apartamento,1977,2454
Rua Evans,Vila Esperança,40,1,0,Apartamento,1600,1812
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,40,1,0,Apartamento,1600,1812
Rua Romão Freire,Vila Nilo,120,2,0,Casa,2040,2126
Rua José Antônio Coelho,Vila Mariana,31,1,0,Apartamento,2800,2908
Avenida João Pessoa,Jardim Utinga,63,3,1,Apartamento,1600,2095
Rua Loefgreen,Vila Clementino,140,2,4,Casa,4000,4504
Rua Maria do Carmo,Vila Alpina,40,2,1,Apartamento,1450,1834
Rua Paranapiacaba,Vila Pires,39,2,1,Apartamento,1550,1725
Rua Estado de Israel,Vila Clementino,46,1,1,Apartamento,4300,5235
Rua Nelson Gama de Oliveira,Vila Andrade,55,1,1,Apartamento,2450,3145
Rua Joaquim Antunes,Pinheiros,93,2,0,Apartamento,4220,5194
Rua Ana Soares Barcelos,Vila Venditti,50,2,1,Apartamento,2000,2407
Alameda Glete,Campos Elíseos,83,2,0,Apartamento,1940,2495
Rua Mestre João,Jardim Vila Formosa,125,2,1,Casa,3000,3127
Rua Valson Lopes,Vila Butantã,38,2,0,Apartamento,3000,3435
Avenida Nove de Julho,Bela Vista,68,2,0,Apartamento,2000,2532
Rua Marret,Vila Progresso,160,3,3,Casa,2500,2690
Rua Comendador Yamamoto,Jardim Trussardi,35,1,1,Casa,1500,1671
Rua Doutor Luís Carlos,Vila Aricanduva,30,1,0,Apartamento,1250,1333
Rua José de Oliveira Coelho,Vila Andrade,51,2,1,Apartamento,3000,3497
Rua Itanhaém,Vila Prudente,190,3,1,Casa,5300,5775
Rua dos Andradas,Santa Efigênia,51,1,0,Apartamento,1000,1615
Rua Valson Lopes,Vila Butantã,38,2,1,Apartamento,3000,3435
Rua Nelson Gama de Oliveira,Vila Andrade,80,2,1,Apartamento,3200,4195
Rua Murutinga do Sul,Chácara Santo Antônio (zona Leste),90,3,1,Apartamento,2500,3428
Rua Gregório de Morais Rego,Jardim Consorcio,30,1,0,Casa,1100,1213
Avenida Guarulhos,Ponte Grande,50,2,0,Apartamento,1410,1844
Rua Lácio,Vila Formosa,42,1,0,Casa em condomínio,2200,2373
Rua Henrique Mazzei,Vila Isolina Mazzei,85,3,2,Casa em condomínio,2900,3387
Rua Ituri,Vila Formosa,26,1,0,Apartamento,1150,1466
Rua Consolação,Consolação,34,1,1,Studio e kitnet,3114,3830
Rua Jota Carlos,Jardim Brasil (zona Norte),35,1,0,Casa,808,842
Rua Mamud Rahd,Tremembé,40,1,0,Apartamento,1280,1390
Rua Anacleto,Vila Isolina Mazzei,40,2,0,Apartamento,1500,1722
Rua Freire Farto,Jabaquara,104,2,2,Casa,3200,3577
Alameda Eduardo Prado,Campos Elíseos,32,1,1,Apartamento,1428,1952
Rua Antônio Sampaio Ferraz,Cidade Patriarca,43,1,0,Casa,812,906
Rua Olímpia,Vila Camilopolis,100,2,1,Apartamento,2600,2859
Rua Coelho Barradas,Parque da Vila Prudente,41,2,1,Apartamento,2500,3246
Santo Egídio,Santa Teresinha,44,2,1,Apartamento,1350,2019
Rua Júlia della Casa Paula,Vila Mariana,100,2,1,Casa em condomínio,5500,5852
Rua Itararé,Vila Alzira,143,3,3,Casa,3800,3999
Rua Rosália de Castro,Vila Campestre,109,2,2,Casa,1900,1981
Rua do Manifesto,Ipiranga,67,2,2,Apartamento,2800,3756
Rua Evans,Vila Matilde,50,2,0,Apartamento,1800,2049
Rua Juçara,Bosque da Saúde,120,2,1,Casa,3366,3609
Rua Alexandre Leví,Cambuci,49,2,1,Apartamento,2040,2624
Avenida Benigno Carrera,Vila Campestre,35,1,0,Casa em condomínio,843,930
Rua dos Povoadores,Vila Antonina,30,1,0,Apartamento,1500,1608
Rua Domingos de Morais,Vila Mariana,25,1,0,Studio e kitnet,1650,1913
Rua Adolfino de Arruda Castanho,Vila Dinorah,80,2,2,Casa,2517,2694
Rua Marquês de Lages,Vila das Mercês,72,3,1,Apartamento,1600,2425
Rua das Palmeiras,Gopoúva,75,3,1,Apartamento,2600,3320
Rua Mussa Kuraien,Parque Mandaqui,92,3,1,Apartamento,2000,2293
Avenida Cônego José Salomon,Vila Portugal,69,3,1,Apartamento,1400,1844
Rua Cunha Horta,Consolação,30,1,0,Apartamento,1600,1695
Rua Domingos Antonio Ciccone,Vila Sao Francisco (zona Sul),245,3,2,Casa,5000,5523
Rua Guilherme Asbahr Neto,Chácara Monte Alegre,120,2,1,Casa,4500,4816
Rua José Jardim da Silveira,Jardim Taquaral,34,2,0,Apartamento,1697,2258
Rua Maragojipe,Vila Antonina,40,2,1,Apartamento,2200,2501
Avenida Professor Alfonso Bovero,Pompeia,62,1,0,Apartamento,2500,3116
Rua São Quirino,Vila Guilherme,36,2,1,Apartamento,1700,2243
Rua Barão de Tatuí,Vila Buarque,35,1,0,Studio e kitnet,1250,1869
Rua Visconde de Itaboraí,Vila Azevedo,90,3,1,Apartamento,2200,4158
Rua Virgínia,Vila Carrao,40,2,0,Apartamento,1500,1808
Rua Togo,Jardim Japão,37,1,0,Studio e kitnet,1164,1273
Avenida Príncipe de Gales,Vila Príncipe de Gales,50,2,1,Apartamento,1356,2009
Rua Danúbio Azul,Jardim Guanca,42,1,1,Casa,990,1092
Rua Itamoji,Vila Pirituba,70,3,1,Casa,2700,2855
Avenida Vereador José Diniz,Alto da Boa Vista,26,1,0,Apartamento,2800,3246
Rua Santa Júlia,Vila Carrao,35,1,1,Casa,1380,1438
Rua Luís Góis,Mirandópolis,36,1,0,Studio e kitnet,1600,1902
Rua Aliança,Jardim de Lorenzo,55,2,0,Casa,1250,1303
Rua Eusébio da Silva,Parque Maria Domitila,45,1,0,Casa,850,887
Rua Pompeu Sobrinho,Chácara Inglesa,42,1,0,Casa,750,763
Rua Eulo Maroni,Vila Lageado,67,3,1,Apartamento,3500,4148
Rua Jaguaribe,Vila Buarque,47,1,1,Apartamento,4000,5165
Avenida Boschetti,Vila Medeiros,80,2,1,Casa,1604,1882
Avenida Alberto Ramos,Jardim Independência,61,3,1,Apartamento,1942,2788
Praça Alberto Lion,Cambuci,40,2,0,Apartamento,2300,2834
Rua Muniz de Sousa,Aclimação,62,2,1,Apartamento,2758,3750
Rua Monsenhor João Lauriano,Vila Ramos,35,1,0,Casa,650,677
Rua Catulo da Paixão Cearense,Vila da Saúde,85,2,2,Apartamento,4095,5438
Rua Salvador Bicudo,Tucuruvi,27,2,0,Studio e kitnet,1340,1532
Rua Borges Lagoa,Vila Clementino,13,1,0,Studio e kitnet,900,1512
Rua Iquiririm,Vila Indiana,55,2,1,Apartamento,2200,3098
Rua Luís Góis,Mirandópolis,58,2,0,Apartamento,2400,3193
Rua Doutor Wladimir do Amaral,Rolinópolis,26,1,0,Casa,650,677
Rua Padre Leão Peruche,Vila Mazzei,45,1,1,Apartamento,2000,2467
Avenida Brigadeiro Luís Antônio,Centro Histórico de São Paulo,42,1,1,Apartamento,2800,3350
Rua Correggio,Vila Suzana,85,3,2,Apartamento,2900,4293
Rua Joaquim Morais,Vila Santa Catarina,50,2,1,Apartamento,1500,2353
Rua Itamiami,Vila Mariana,70,3,1,Apartamento,2500,3316
Rua Caquito,Vila Sao Geraldo,35,1,0,Studio e kitnet,1200,1288
Avenida Guilhermina Vieira,Vila Miriam,50,2,1,Casa,1350,1427
Rua da Esperança,Vila Medeiros,49,2,1,Apartamento,1850,2361
Viaduto Nove de Julho,Centro,51,1,0,Apartamento,1161,1845
Avenida Direitos Humanos,Mandaqui,24,1,0,Studio e kitnet,950,1057
Avenida Lins de Vasconcelos,Cambuci,84,3,1,Apartamento,4000,5237
Rua Barretos,Alto da Mooca,70,2,1,Apartamento,4142,4999
Travessa Gaspar Brebos,Vila Pereira Barreto,28,1,0,Casa,950,990
Avenida Brigadeiro Luís Antônio,Bela Vista,25,1,0,Apartamento,2700,3414
Rua Pascal,Campo Belo,36,1,1,Studio e kitnet,3120,3999
Rua Jacaré Copaíba,Jardim Peri,54,2,1,Apartamento,1500,2292
Avenida Lacerda Franco,Cambuci,88,2,0,Apartamento,2750,3485
Rua Agostinho Cantu,Butantã,63,2,1,Apartamento,3000,4328
Rua Padre Lebret,Jardim Leonor,60,1,2,Apartamento,4000,5381
Avenida Maestro Villa-lobos,Vila Gustavo,28,1,0,Apartamento,1500,1684
Rua Cabo João Teruel Fregoni,Ponte Grande,47,2,1,Apartamento,1630,2109
Rua Claudino Inácio Joaquim,Vila Mazzei,30,1,0,Studio e kitnet,1500,1708
Rua Baltazar da Silveira,Vila Pereira Cerca,42,1,0,Casa,840,890
Rua Ezequiel Freire,Santana,41,1,1,Apartamento,2070,2985
Rua Mariano Procópio,Vila Monumento,89,3,1,Apartamento,2600,3490
Rua Malvina Ferrara Samarone,Vila Nancy,42,1,1,Apartamento,2350,2961
Avenida José Joaquim Seabra,Jardim Ivana,40,1,0,Studio e kitnet,1070,1211
Rua Heinrich Biber,Vila Moraes,24,1,0,Casa em condomínio,600,650
Travessa Victório Gnan,Jardim das Laranjeiras,30,1,0,Apartamento,1000,1138
Rua Rêgo Freitas,República,28,1,0,Apartamento,2500,2960
Largo do Arouche,República,29,1,0,Studio e kitnet,2200,2784
Rua Roberto Valentino de Camargo,Jardim Bonfiglioli,30,1,0,Casa,1600,1791
Rua Cândido Vale,Tatuapé,27,1,0,Apartamento,2450,2845
Rua Deputado João Sussumu Hirata,Vila Andrade,43,1,1,Apartamento,1800,2855
Rua Vicente Fernandes Pinto,Vila Santo Estefano,50,1,1,Casa,1880,1960
Rua Costa Barros,Vila Alpina,37,2,0,Apartamento,1660,1724
Rua Vinte E Nove de Outubro,Vila Matilde,130,2,2,Casa em condomínio,4500,4891
Rua Aiamá,Maranhão,22,1,0,Studio e kitnet,844,937
Avenida Condessa Elisabeth de Robiano,Jardim América da Penha,40,2,0,Apartamento,1420,1954
Rua Luís de Melo Maia,Vila Pedra Branca,35,1,0,Casa,1210,1262
Rua das Palmeiras,Campos Elíseos,11,1,0,Studio e kitnet,2125,2506
Rua Francisco Rossano,Sítio da Figueira,42,1,1,Apartamento,1900,2524
Rua Santo Antônio,Bela Vista,31,2,0,Apartamento,2010,2613
Rua Santa Maria do Cambuca,Vila Tolstoi,23,1,0,Studio e kitnet,850,883
Rua Benjamin Pereira,Parque Vitoria,41,2,0,Apartamento,1500,1741
Avenida Senador Vergueiro,Anchieta,56,2,1,Apartamento,2536,3130
Rua São Benedito,Santo Amaro,95,2,1,Apartamento,2700,3540
Rua Santo Egídio,Santa Teresinha,50,2,1,Apartamento,1600,2219
Rua Marquês de Itu,Vila Buarque,62,1,1,Apartamento,2600,3834
Rua Natalina Roque Estefani,Vila Roque,40,2,1,Casa,1300,1439
Travessa Gaspar Brebos,Vila Pereira Barreto,26,1,0,Casa,950,990
Rua Vitoantônio Del Vecchio,Parque da Mooca,65,2,1,Apartamento,2230,3236
Rua Doutor Clemente Jobim,Jardim da Glória,28,1,0,Apartamento,2000,2477
Rua Vitalina Moura,Vila Roque,58,2,1,Apartamento,2620,3084
Rua Cruz de Malta,Parada Inglesa,106,2,1,Apartamento,3500,4760
Rua Rodolfo André,Vila Ré,191,3,2,Casa,5000,5315
Rua Nova Esperança,Vila Esperança,54,2,1,Casa,1350,1407
Avenida Mazzei,Vila Mazzei,29,1,0,Apartamento,1070,1255
Rua Formosa,Jardim Flor da Montanha,28,1,0,Apartamento,700,851
Avenida Ministro Osvaldo Aranha,Rudge Ramos,53,2,1,Apartamento,1900,2569
Avenida Nelson Palma Travassos,Loteamento City Jaragua,46,2,1,Apartamento,1000,1438
Rua Aurora,Santa Ifigênia,28,1,0,Studio e kitnet,2100,2717
Avenida Brigadeiro Luís Antônio,Jardim Paulista,40,1,0,Apartamento,2750,3152
Alameda Campestre,Campestre,42,1,1,Apartamento,2200,3053
Rua São Paulo,Sé,35,1,0,Apartamento,2000,2416
"Rua Fortunato Ferraz, 320 - Vila Anastácio, São Paulo - Sp, 05093-000, Brasil",Vila Anastácio,50,2,1,Apartamento,2350,3148
Rua Padre João,Penha de França,55,2,1,Casa,2200,2293
Rua Domingos Maza,Vila Boacava,30,1,0,Casa em condomínio,1000,1042
Rua Nanuque,Vila Leopoldina,80,3,1,Casa,3000,3207
Rua Nove de Julho,Canhema,35,2,0,Casa,800,814
Rua Getúlio Soares da Rocha,Jardim das Acácias,38,1,0,Apartamento,2250,2750
Rua Capitão Ferraiuolo,Vila Invernada,36,2,1,Apartamento,1900,2134
Rua Correia da Câmara,Vila Tolstoi,50,2,0,Apartamento,1700,2222
Rua Paulo Martinez,Jardim Seckler,29,1,0,Apartamento,965,1003
Rua dos Andradas,Centro Histórico de São Paulo,43,1,0,Apartamento,1500,1820
Rua Baronesa Itu,Santa Cecília,36,1,0,Studio e kitnet,3200,3858
Rua Professor Miguel Russiano,Vila Aricanduva,160,2,2,Casa em condomínio,7500,7922
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,18,1,0,Studio e kitnet,1161,1206
Rua Piauí,Santo Antônio,89,2,1,Apartamento,2264,3100
Rua Doutor João Clímaco Pereira,Itaim Bibi,38,1,1,Studio e kitnet,3750,5048
Rua Marquês de Valença,Alto da Mooca,77,3,2,Apartamento,3600,4555
Rua Napoleão de Barros,Vila Clementino,72,2,1,Apartamento,2640,3562
Rua Vicenzo Paciullo,Jardim Las Vegas,80,3,2,Apartamento,1895,2761
Rua Tenente Mauro de Miranda,Jabaquara,72,3,0,Apartamento,2150,2628
Rua das Flechas,Vila Santa Catarina,86,2,2,Apartamento,4150,5543
Rua França,Parque das Nações,53,2,1,Apartamento,2100,2535
Rua Domingos Magno,Vila Silveira,30,1,0,Casa,890,928
Rua Madri,Utinga,50,2,1,Apartamento,1090,1537
Rua Major Freire,Vila Monte Alegre,63,2,1,Apartamento,1734,2807
Alameda Tutóia,Gopoúva,76,2,1,Apartamento,2100,3090
Rua Duílio,Água Branca,92,3,1,Apartamento,5000,6494
Rua Santo Amaro,Bela Vista,40,1,1,Apartamento,2700,3524
Rua Itza,Jardim Modelo,57,2,1,Apartamento,3500,4135
Rua Mário de Andrade,Barra Funda,43,1,0,Apartamento,3715,4259
Avenida João Peixoto Viegas,Vila Constancia,75,1,2,Apartamento,3000,4219
Rua Doutor Ângelo Vita,Tatuapé,25,1,0,Studio e kitnet,2200,2534
Avenida São João,Santa Cecília,42,1,1,Apartamento,3000,4071
Rua Tavannes,Lauzane Paulista,53,2,1,Apartamento,1180,1645
Avenida Imperatriz Leopoldina,Vila Leopoldina,71,2,1,Apartamento,2300,3437
Rua Custódio de Mendonça,Santana,46,2,0,Apartamento,3500,3785
Avenida Ministro Petrônio Portela,Vila Amélia,53,2,1,Apartamento,1450,2006
Rua Domingos Maza,Vila Boacava,28,1,0,Casa em condomínio,950,990
Rua Avanhandava,Consolação,30,1,0,Studio e kitnet,1200,1664
Avenida Bosque da Saúde,Vila da Saúde,19,1,0,Apartamento,1300,1520
Avenida Nossa Senhora da Assunção,Vila Butantã,24,1,0,Casa,1100,1147
Avenida Washington Luís,Santo Amaro,60,2,1,Apartamento,1837,2555
Rua Vinte E Quatro de Dezembro,Vila Dom Pedro Ii,55,2,0,Apartamento,3200,3843
Rua Iperoig,Perdizes,68,2,1,Apartamento,3300,4351
Avenida Duque de Caxias,Campos Elíseos,60,1,0,Apartamento,1800,2514
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,63,2,1,Apartamento,1600,2322
Rua Anny,São João Climaco,50,2,1,Apartamento,2400,2923
Rua Florinda Barbosa,Vila Germinal,33,1,0,Casa,1200,1294
Avenida Engenheiro Heitor Antônio Eiras Garcia,Jardim Esmeralda,40,2,0,Apartamento,1500,1958
Rua Pascal,Campo Belo,38,1,0,Studio e kitnet,3200,3882
Rua Doutor Elias Chaves,Campos Elíseos,30,1,0,Apartamento,1155,1449
Rua Tabatinguera,Sé,22,1,1,Studio e kitnet,2200,2875
Rua Itaiteva,Jardim Ampliação,50,2,1,Apartamento,2395,3060
Avenida César Magnani,Paulicéia,15,1,0,Casa,800,834
Clodomiro de Oliveira,Vila Andrade,50,2,1,Apartamento,1550,2060
Rua do Lavapés,Cambuci,37,1,0,Apartamento,1500,1898
Rua Vieira de Morais,Campo Belo,57,1,1,Apartamento,4000,5198
Rua Coronel Bento Pires,Mooca,50,1,1,Apartamento,1500,2408
Rua José Mandotti,Vila Augusta,38,1,1,Apartamento,3200,3776
Avenida Portugal,Vila Cordeiro,170,3,3,Casa,8500,9348
Rua Coronel Mursa,Brás,20,1,0,Studio e kitnet,2000,2257
Rua Oliveira Catrambi,Jardim Vila Formosa,50,2,0,Apartamento,6000,6232
Rua Palene,Vila Guilherme,127,3,2,Casa,3750,3917
Rua Pinto da Luz,Vila Ivone,55,2,1,Apartamento,2250,2687
Rua Gandavo,Vila Clementino,58,2,0,Apartamento,2500,3822
Rua Professor Alves Pedroso,Vila Paulistania,45,2,1,Apartamento,1260,1803
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,41,2,1,Apartamento,2408,2836
Rua República Árabe Unida,Taboão,35,1,0,Casa,980,1022
Rua David Eid,Vila do Castelo,65,3,1,Apartamento,2220,2988
Rua Antônio Júlio dos Santos,Fazenda Morumbi,49,2,2,Apartamento,3100,3950
Rua Coronel Euclides Machado,Jardim das Gracas,39,2,1,Apartamento,1700,2066
Rua Doutor Bento Teobaldo Ferraz,Várzea da Barra Funda,41,2,1,Apartamento,2650,3168
Rua Oliveira Catrambi,Jardim Vila Formosa,50,2,1,Apartamento,6000,6232
Rua Caraíbas,Pompeia,142,3,2,Apartamento,7500,10210
Rua Cajaíba,Vila Pompéia,72,2,2,Apartamento,6700,8458
Alameda Santos,Jardim Paulista,62,2,1,Apartamento,5770,7010
Avenida Duque de Caxias,Campos Elíseos,29,1,0,Apartamento,1100,1592
Rua Aurora,Santa Efigênia,28,1,0,Apartamento,1500,1917
Rua Mourato Coelho,Pinheiros,65,2,1,Apartamento,2700,4336
Rua Nancy Silva Cabral,Parque Continental Ii,85,2,1,Casa,2400,2537
